WKT,name,description
"LINESTRING (-1.7511885 48.2164946, -1.7503758 48.2164016, -1.7503892 48.216264, -1.7512502 48.2163552, -1.7512931 48.216189, -1.7504375 48.2161175, -1.7504723 48.2159531, -1.7513199 48.2160335, -1.751387 48.2158315, -1.7504804 48.2157457, -1.7505823 48.2154776, -1.7514433 48.2155634, -1.7514969 48.2154633, -1.7505126 48.2153919, -1.7502524 48.2164696, -1.7501022 48.2165124, -1.7498688 48.2162533, -1.749732 48.2162015, -1.749614 48.2162265, -1.7494558 48.2163927, -1.7494772 48.2166751, -1.7495175 48.2171112, -1.7497186 48.2171469, -1.7506574 48.2171558)",trajet test terrain de foot,953m d'après google
